table_name,column_name
mm_clm_psmb_intg_info,mbr_csno
tl_clm_cust_bnft_dtl_rsl,mbr_csno
tl_clm_cust_bnft_dtl_rsl,mcno
tl_clm_cust_bnft_dtl_rsl,card_prdt_cd
tl_clm_cust_bnft_dtl_rsl,pchs_prdt_cd
mm_mrch_info,mcno
mm_mrch_info,cuof_ymm
mm_mrch_info,mccb_lcl_cd
mm_mrch_info,mccb_mcl_cd
mm_mrch_info,mccb_cd
mm_ts_card_pchs,mbr_csno
mm_ts_card_pchs,mrch_nm
mm_ts_card_pchs,mccb_cd
